,GHO,DATASOURCE,PUBLISHSTATE,YEAR,REGION,COUNTRY,EDUCATIONLEVEL,SEX,RESIDENCEAREATYPE,WEALTHQUINTILE,DHSMICSGEOREGION,Display Value,Numeric,Low,High,Comments
6047,carep,EQ_DHS,PUBLISHED,1998,AFR,TGO,,,,,TGODHS199802,No data,,,,Not available.
6048,carep,EQ_DHS,PUBLISHED,1998,AFR,TGO,,,,,TGODHS199804,No data,,,,Not available.
6049,carep,EQ_MICS,PUBLISHED,2006,AFR,TGO,,,,,TGOMICS200601,24.0 [14.6-36.7],23.98374,14.647070000000001,36.71209,Attention - Estimate is based on 25-49 cases.
6050,carep,EQ_MICS,PUBLISHED,2006,AFR,TGO,,,,,TGOMICS200603,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6051,carep,EQ_MICS,PUBLISHED,2010,AFR,TGO,,,,,TGOMICS201002,30.2 [18.9-44.5],30.20492,18.93817,44.495290000000004,
6052,carep,EQ_DHS,PUBLISHED,2013,AFR,TGO,,,,,TGODHS201301,56.9 [38.9-73.3],56.935340000000004,38.855509999999995,73.33756,Attention - Estimate is based on 25-49 cases.
6053,carep,EQ_MICS,PUBLISHED,2006,AMR,TTO,,,,,TTOMICS200601,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6054,carep,EQ_MICS,PUBLISHED,2006,AMR,TTO,,,,,TTOMICS200603,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6055,carep,EQ_MICS,PUBLISHED,2006,AMR,TTO,,,,,TTOMICS200610,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6056,carep,EQ_MICS,PUBLISHED,2006,AMR,TTO,,,,,TTOMICS200612,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6057,carep,EQ_MICS,PUBLISHED,2011,AMR,TTO,,,,,TTOMICS201101,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6058,carep,EQ_MICS,PUBLISHED,2011,EMR,TUN,,,,,TUNMICS201101,65.6 [53.8-75.8],65.62411,53.82124,75.76846,
6059,carep,EQ_MICS,PUBLISHED,2011,EMR,TUN,,,,,TUNMICS201103,53.8 [36.2-70.5],53.78955,36.23225,70.4547,Attention - Estimate is based on 25-49 cases.
6060,carep,EQ_DHS,PUBLISHED,1993,EUR,TUR,,,,,TURDHS199302,No data,,,,Not available.
6061,carep,EQ_DHS,PUBLISHED,1993,EUR,TUR,,,,,TURDHS199304,No data,,,,Not available.
6062,carep,EQ_DHS,PUBLISHED,1998,EUR,TUR,,,,,TURDHS199802,No data,,,,Not available.
6063,carep,EQ_DHS,PUBLISHED,1998,EUR,TUR,,,,,TURDHS199804,No data,,,,Not available.
6064,carep,EQ_DHS,PUBLISHED,2003,EUR,TUR,,,,,TURDHS200304,No data,,,,Not available.
6065,carep,EQ_MICS,PUBLISHED,2006,EUR,TKM,,,,,TKMMICS200605,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6066,carep,EQ_MICS,PUBLISHED,2015,EUR,TKM,,,,,TKMMICS201504,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6067,carep,EQ_MICS,PUBLISHED,2015,EUR,TKM,,,,,TKMMICS201506,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6068,carep,EQ_DHS,PUBLISHED,1995,AFR,UGA,,,,,UGADHS199501,No data,,,,Not available.
6069,carep,EQ_DHS,PUBLISHED,1995,AFR,UGA,,,,,UGADHS199503,No data,,,,Not available.
6070,carep,EQ_DHS,PUBLISHED,2000,AFR,UGA,,,,,UGADHS200004,No data,,,,Not available.
6071,carep,EQ_DHS,PUBLISHED,2006,AFR,UGA,,,,,UGADHS200601,85.1 [74.2-91.9],85.10973,74.23035,91.89742,
6072,carep,EQ_DHS,PUBLISHED,2006,AFR,UGA,,,,,UGADHS200608,66.3 [55.9-75.3],66.25681,55.8569,75.29045,
6073,carep,EQ_DHS,PUBLISHED,2011,AFR,UGA,,,,,UGADHS201101,87.2 [77.6-93.1],87.24129,77.60117,93.1013,
6074,carep,EQ_DHS,PUBLISHED,2011,AFR,UGA,,,,,UGADHS201103,78.9 [65.7-87.9],78.85834,65.68275,87.90671999999999,
6075,carep,EQ_DHS,PUBLISHED,2011,AFR,UGA,,,,,UGADHS201110,66.8 [53.4-78.0],66.81348,53.3905,77.96614,
6076,carep,EQ_DHS,PUBLISHED,2016,AFR,UGA,,,,,UGADHS201604,63.4 [52.9-72.8],63.39925,52.905840000000005,72.75845,
6077,carep,EQ_DHS,PUBLISHED,2016,AFR,UGA,,,,,UGADHS201606,68.7 [56.3-78.9],68.67436,56.297369999999994,78.86219,
6078,carep,EQ_DHS,PUBLISHED,2016,AFR,UGA,,,,,UGADHS201613,63.1 [54.7-70.7],63.092819999999996,54.71951,70.74553,
6079,carep,EQ_DHS,PUBLISHED,2016,AFR,UGA,,,,,UGADHS201615,73.5 [54.7-86.4],73.49088,54.73744,86.40423,Attention - Estimate is based on 25-49 cases.
6080,carep,EQ_RHS,PUBLISHED,1999,EUR,UKR,,,,,UKRRHS199902,No data,,,,Not available.
6081,carep,EQ_RHS,PUBLISHED,1999,EUR,UKR,,,,,UKRRHS199904,No data,,,,Not available.
6082,carep,EQ_MICS,PUBLISHED,2005,EUR,UKR,,,,,UKRMICS200502,No data,,,,Not available.
6083,carep,EQ_MICS,PUBLISHED,2005,EUR,UKR,,,,,UKRMICS200504,No data,,,,Not available.
6084,carep,EQ_MICS,PUBLISHED,2005,EUR,UKR,,,,,UKRMICS200511,No data,,,,Not available.
6085,carep,EQ_MICS,PUBLISHED,2005,EUR,UKR,,,,,UKRMICS200513,No data,,,,Not available.
6086,carep,EQ_MICS,PUBLISHED,2005,EUR,UKR,,,,,UKRMICS200518,No data,,,,Not available.
6087,carep,EQ_MICS,PUBLISHED,2005,EUR,UKR,,,,,UKRMICS200520,No data,,,,Not available.
6088,carep,EQ_DHS,PUBLISHED,2007,EUR,UKR,,,,,UKRDHS200703,No data,,,,Not available.
6089,carep,EQ_DHS,PUBLISHED,2007,EUR,UKR,,,,,UKRDHS200705,No data,,,,Not available.
6090,carep,EQ_MICS,PUBLISHED,2012,EUR,UKR,,,,,UKRMICS201205,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6091,carep,EQ_DHS,PUBLISHED,1996,AFR,TZA,,,,,TZADHS199603,No data,,,,Not available.
6092,carep,EQ_DHS,PUBLISHED,1996,AFR,TZA,,,,,TZADHS199605,No data,,,,Not available.
6093,carep,EQ_DHS,PUBLISHED,1996,AFR,TZA,,,,,TZADHS199610,No data,,,,Not available.
6094,carep,EQ_DHS,PUBLISHED,1996,AFR,TZA,,,,,TZADHS199612,No data,,,,Not available.
6095,carep,EQ_DHS,PUBLISHED,1996,AFR,TZA,,,,,TZADHS199619,No data,,,,Not available.
6096,carep,EQ_DHS,PUBLISHED,1996,AFR,TZA,,,,,TZADHS199621,No data,,,,Not available.
6097,carep,EQ_DHS,PUBLISHED,1999,AFR,TZA,,,,,TZADHS199901,No data,,,,Not available.
6098,carep,EQ_DHS,PUBLISHED,1999,AFR,TZA,,,,,TZADHS199903,No data,,,,Not available.
6099,carep,EQ_DHS,PUBLISHED,1999,AFR,TZA,,,,,TZADHS199910,No data,,,,Not available.
6100,carep,EQ_DHS,PUBLISHED,1999,AFR,TZA,,,,,TZADHS199912,No data,,,,Not available.
6101,carep,EQ_DHS,PUBLISHED,1999,AFR,TZA,,,,,TZADHS199917,No data,,,,Not available.
6102,carep,EQ_DHS,PUBLISHED,1999,AFR,TZA,,,,,TZADHS199919,No data,,,,Not available.
6103,carep,EQ_DHS,PUBLISHED,2004,AFR,TZA,,,,,TZADHS200401,No data,,,,Not available.
6104,carep,EQ_DHS,PUBLISHED,2004,AFR,TZA,,,,,TZADHS200403,No data,,,,Not available.
6105,carep,EQ_DHS,PUBLISHED,2004,AFR,TZA,,,,,TZADHS200410,No data,,,,Not available.
6106,carep,EQ_DHS,PUBLISHED,2004,AFR,TZA,,,,,TZADHS200412,No data,,,,Not available.
6107,carep,EQ_DHS,PUBLISHED,2004,AFR,TZA,,,,,TZADHS200417,No data,,,,Not available.
6108,carep,EQ_DHS,PUBLISHED,2004,AFR,TZA,,,,,TZADHS200419,No data,,,,Not available.
6109,carep,EQ_DHS,PUBLISHED,2004,AFR,TZA,,,,,TZADHS200421,No data,,,,Not available.
6110,carep,EQ_DHS,PUBLISHED,2004,AFR,TZA,,,,,TZADHS200426,No data,,,,Not available.
6111,carep,EQ_DHS,PUBLISHED,2010,AFR,TZA,,,,,TZADHS201002,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6112,carep,EQ_DHS,PUBLISHED,2010,AFR,TZA,,,,,TZADHS201004,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6113,carep,EQ_DHS,PUBLISHED,2010,AFR,TZA,,,,,TZADHS201011,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6114,carep,EQ_DHS,PUBLISHED,2010,AFR,TZA,,,,,TZADHS201013,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6115,carep,EQ_DHS,PUBLISHED,2010,AFR,TZA,,,,,TZADHS201018,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6116,carep,EQ_DHS,PUBLISHED,2010,AFR,TZA,,,,,TZADHS201020,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6117,carep,EQ_DHS,PUBLISHED,2015,AFR,TZA,,,,,TZADHS201505,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6118,carep,EQ_DHS,PUBLISHED,2015,AFR,TZA,,,,,TZADHS201507,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6119,carep,EQ_DHS,PUBLISHED,2015,AFR,TZA,,,,,TZADHS201512,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6120,carep,EQ_DHS,PUBLISHED,2015,AFR,TZA,,,,,TZADHS201514,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6121,carep,EQ_DHS,PUBLISHED,2015,AFR,TZA,,,,,TZADHS201521,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6122,carep,EQ_DHS,PUBLISHED,2015,AFR,TZA,,,,,TZADHS201523,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6123,carep,EQ_DHS,PUBLISHED,2015,AFR,TZA,,,,,TZADHS201530,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6124,carep,EQ_MICS,PUBLISHED,2012,AMR,URY,,,,,URYMICS201202,92.2 [77.5-97.6],92.20631,77.51038,97.59685999999999,Attention - Estimate is based on 25-49 cases.
6125,carep,EQ_MICS,PUBLISHED,2012,AMR,URY,,,,,URYMICS201207,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6126,carep,EQ_DHS,PUBLISHED,1996,EUR,UZB,,,,,UZBDHS199603,No data,,,,Not available.
6127,carep,EQ_DHS,PUBLISHED,1996,EUR,UZB,,,,,UZBDHS199605,No data,,,,Not available.
6128,carep,EQ_MICS,PUBLISHED,2006,EUR,UZB,,,,,UZBMICS200604,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6129,carep,EQ_MICS,PUBLISHED,2006,EUR,UZB,,,,,UZBMICS200606,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6130,carep,EQ_MICS,PUBLISHED,2007,WPR,VUT,,,,,VUTMICS200705,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6131,carep,EQ_MICS,PUBLISHED,2007,WPR,VUT,,,,,VUTMICS200707,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6132,carep,EQ_DHS,PUBLISHED,1997,WPR,VNM,,,,,VNMDHS199701,No data,,,,Not available.
6133,carep,EQ_DHS,PUBLISHED,1997,WPR,VNM,,,,,VNMDHS199703,No data,,,,Not available.
6134,carep,EQ_DHS,PUBLISHED,2002,WPR,VNM,,,,,VNMDHS200206,No data,,,,Not available.
6135,carep,EQ_MICS,PUBLISHED,2006,WPR,VNM,,,,,VNMMICS200603,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6136,carep,EQ_MICS,PUBLISHED,2006,WPR,VNM,,,,,VNMMICS200605,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6137,carep,EQ_MICS,PUBLISHED,2013,WPR,VNM,,,,,VNMMICS201306,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6138,carep,EQ_MICS,PUBLISHED,2006,EMR,YEM,,,,,YEMMICS200601,43.7 [26.4-62.6],43.66993,26.38744,62.639680000000006,
6139,carep,EQ_MICS,PUBLISHED,2006,EMR,YEM,,,,,YEMMICS200603,56.8 [39.6-72.5],56.81855,39.583490000000005,72.5469,Attention - Estimate is based on 25-49 cases.
6140,carep,EQ_MICS,PUBLISHED,2006,EMR,YEM,,,,,YEMMICS200610,32.2 [17.2-51.9],32.183640000000004,17.24522,51.94045,Attention - Estimate is based on 25-49 cases.
6141,carep,EQ_MICS,PUBLISHED,2006,EMR,YEM,,,,,YEMMICS200612,50.1 [34.2-66.1],50.127,34.161190000000005,66.06695,Attention - Estimate is based on 25-49 cases.
6142,carep,EQ_MICS,PUBLISHED,2006,EMR,YEM,,,,,YEMMICS200619,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6143,carep,EQ_MICS,PUBLISHED,2006,EMR,YEM,,,,,YEMMICS200621,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6144,carep,EQ_DHS,PUBLISHED,2013,EMR,YEM,,,,,YEMDHS201302,47.1 [30.0-64.8],47.06599,30.0036,64.8428,
6145,carep,EQ_DHS,PUBLISHED,2013,EMR,YEM,,,,,YEMDHS201304,38.8 [32.1-45.9],38.77245,32.099509999999995,45.89497,
6146,carep,EQ_DHS,PUBLISHED,2013,EMR,YEM,,,,,YEMDHS201311,35.2 [24.1-48.3],35.22433,24.06966,48.26265,Attention - Estimate is based on 25-49 cases.
6147,carep,EQ_DHS,PUBLISHED,2013,EMR,YEM,,,,,YEMDHS201313,26.3 [18.8-35.5],26.30898,18.82199,35.47275,
6148,carep,EQ_DHS,PUBLISHED,2013,EMR,YEM,,,,,YEMDHS201318,55.2 [30.5-77.7],55.231359999999995,30.452640000000002,77.6586,Attention - Estimate is based on 25-49 cases.
6149,carep,EQ_DHS,PUBLISHED,2013,EMR,YEM,,,,,YEMDHS201320,34.0 [24.6-44.9],34.025859999999994,24.58739,44.92892,
6150,carep,EQ_DHS,PUBLISHED,1996,AFR,ZMB,,,,,ZMBDHS199601,No data,,,,Not available.
6151,carep,EQ_DHS,PUBLISHED,1996,AFR,ZMB,,,,,ZMBDHS199606,No data,,,,Not available.
6152,carep,EQ_DHS,PUBLISHED,1996,AFR,ZMB,,,,,ZMBDHS199608,No data,,,,Not available.
6153,carep,EQ_DHS,PUBLISHED,2001,AFR,ZMB,,,,,ZMBDHS200102,No data,,,,Not available.
6154,carep,EQ_DHS,PUBLISHED,2001,AFR,ZMB,,,,,ZMBDHS200109,No data,,,,Not available.
6155,carep,EQ_DHS,PUBLISHED,2007,AFR,ZMB,,,,,ZMBDHS200703,77.1 [59.5-88.6],77.14783,59.519459999999995,88.57324,Attention - Estimate is based on 25-49 cases.
6156,carep,EQ_DHS,PUBLISHED,2007,AFR,ZMB,,,,,ZMBDHS200705,66.7 [52.8-78.1],66.6562,52.81186999999999,78.12148,Attention - Estimate is based on 25-49 cases.
6157,carep,EQ_DHS,PUBLISHED,2013,AFR,ZMB,,,,,ZMBDHS201305,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6158,carep,EQ_DHS,PUBLISHED,2013,AFR,ZMB,,,,,ZMBDHS201307,57.7 [44.9-69.4],57.65241999999999,44.94932,69.41854000000001,
6159,carep,EQ_DHS,PUBLISHED,1994,AFR,ZWE,,,,,ZWEDHS199407,No data,,,,Not available.
6160,carep,EQ_DHS,PUBLISHED,1994,AFR,ZWE,,,,,ZWEDHS199409,No data,,,,Not available.
6161,carep,EQ_DHS,PUBLISHED,1999,AFR,ZWE,,,,,ZWEDHS199902,No data,,,,Not available.
6162,carep,EQ_DHS,PUBLISHED,1999,AFR,ZWE,,,,,ZWEDHS199907,No data,,,,Not available.
6163,carep,EQ_DHS,PUBLISHED,1999,AFR,ZWE,,,,,ZWEDHS199909,No data,,,,Not available.
6164,carep,EQ_DHS,PUBLISHED,2005,AFR,ZWE,,,,,ZWEDHS200502,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6165,carep,EQ_DHS,PUBLISHED,2005,AFR,ZWE,,,,,ZWEDHS200509,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6166,carep,EQ_MICS,PUBLISHED,2009,AFR,ZWE,,,,,ZWEMICS200902,49.4 [35.7-63.1],49.350120000000004,35.70551,63.09223000000001,
6167,carep,EQ_MICS,PUBLISHED,2009,AFR,ZWE,,,,,ZWEMICS200904,39.8 [23.4-58.9],39.8386,23.39402,58.94773000000001,Attention - Estimate is based on 25-49 cases.
6168,carep,EQ_MICS,PUBLISHED,2009,AFR,ZWE,,,,,ZWEMICS200909,43.4 [33.1-54.3],43.36124,33.06068,54.26924,
6169,carep,EQ_DHS,PUBLISHED,2010,AFR,ZWE,,,,,ZWEDHS201002,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6170,carep,EQ_DHS,PUBLISHED,2010,AFR,ZWE,,,,,ZWEDHS201004,37.1 [21.4-56.2],37.118970000000004,21.3583,56.19866999999999,Attention - Estimate is based on 25-49 cases.
6171,carep,EQ_MICS,PUBLISHED,2014,AFR,ZWE,,,,,ZWEMICS201404,58.7 [39.1-75.9],58.70189,39.13105,75.86179,Attention - Estimate is based on 25-49 cases.
6172,carep,EQ_MICS,PUBLISHED,2014,AFR,ZWE,,,,,ZWEMICS201406,63.7 [51.3-74.6],63.72591,51.28945,74.56197,
6173,carep,EQ_DHS,PUBLISHED,2015,AFR,ZWE,,,,,ZWEDHS201504,48.9 [26.2-72.1],48.944379999999995,26.24345,72.08921,Attention - Estimate is based on 25-49 cases.
6174,carep,EQ_DHS,PUBLISHED,2015,AFR,ZWE,,,,,ZWEDHS201506,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6175,carep,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,WQ2,,65.6 [59.0-71.7],65.61782,58.95366,71.71905,
6176,carep,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,WQ3,,56.3 [38.7-72.5],56.348330000000004,38.735279999999996,72.49351999999999,
6177,carep,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,WQ4,,66.8 [56.4-75.7],66.7657,56.42836,75.70639,
6178,carep,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,WQ5,,70.0 [61.5-77.2],69.96675,61.54283,77.2282,
6179,carep,EQ_MICS,PUBLISHED,2005,EUR,ALB,,,,WQ4,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6180,carep,EQ_MICS,PUBLISHED,2005,EUR,ALB,,,,WQ5,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6181,carep,EQ_RHS,PUBLISHED,2002,EUR,ALB,,,,WQ1,,No data,,,,Not available.
6182,carep,EQ_RHS,PUBLISHED,2002,EUR,ALB,,,,WQ2,,No data,,,,Not available.
6183,carep,EQ_MICS,PUBLISHED,2011,AMR,ARG,,,,WQ1,,93.7 [89.1-96.4],93.71822,89.14646,96.44113,
6184,carep,EQ_MICS,PUBLISHED,2011,AMR,ARG,,,,WQ2,,96.4 [91.7-98.5],96.3723,91.6656,98.46548,
6185,carep,EQ_MICS,PUBLISHED,2011,AMR,ARG,,,,WQ3,,93.5 [85.2-97.3],93.52127,85.20821,97.30984000000001,
6186,carep,EQ_MICS,PUBLISHED,2011,AMR,ARG,,,,WQ4,,93.5 [81.8-97.9],93.51984,81.83169000000001,97.8832,
6187,carep,EQ_DHS,PUBLISHED,2005,EUR,ARM,,,,WQ2,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6188,carep,EQ_DHS,PUBLISHED,2005,EUR,ARM,,,,WQ3,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6189,carep,EQ_DHS,PUBLISHED,2005,EUR,ARM,,,,WQ4,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6190,carep,EQ_DHS,PUBLISHED,2005,EUR,ARM,,,,WQ5,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6191,carep,EQ_DHS,PUBLISHED,2014,SEAR,BGD,,,,WQ4,,38.8 [26.0-53.4],38.81954,25.97845,53.42664,
6192,carep,EQ_DHS,PUBLISHED,2014,SEAR,BGD,,,,WQ5,,59.8 [44.2-73.6],59.77871,44.229929999999996,73.58175,
6193,carep,EQ_MICS,PUBLISHED,2012,SEAR,BGD,,,,WQ1,,32.3 [25.9-39.4],32.30597,25.93111,39.41407,
6194,carep,EQ_MICS,PUBLISHED,2012,SEAR,BGD,,,,WQ2,,34.0 [26.3-42.6],33.95496,26.2793,42.577709999999996,
6195,carep,EQ_MICS,PUBLISHED,2006,SEAR,BGD,,,,WQ1,,16.0 [12.3-20.6],16.01044,12.29263,20.5887,
6196,carep,EQ_MICS,PUBLISHED,2006,SEAR,BGD,,,,WQ2,,25.5 [20.8-30.8],25.46106,20.802039999999998,30.7583,
6197,carep,EQ_MICS,PUBLISHED,2006,SEAR,BGD,,,,WQ3,,26.9 [21.5-33.2],26.94918,21.48178,33.219390000000004,
6198,carep,EQ_MICS,PUBLISHED,2006,SEAR,BGD,,,,WQ4,,41.2 [34.1-48.7],41.176829999999995,34.06427,48.678090000000005,
6199,carep,EQ_DHS,PUBLISHED,1996,SEAR,BGD,,,,WQ2,,No data,,,,Not available.
6200,carep,EQ_DHS,PUBLISHED,1996,SEAR,BGD,,,,WQ3,,No data,,,,Not available.
6201,carep,EQ_DHS,PUBLISHED,1996,SEAR,BGD,,,,WQ4,,No data,,,,Not available.
6202,carep,EQ_DHS,PUBLISHED,1996,SEAR,BGD,,,,WQ5,,No data,,,,Not available.
6203,carep,EQ_DHS,PUBLISHED,1993,SEAR,BGD,,,,WQ1,,No data,,,,Not available.
6204,carep,EQ_MICS,PUBLISHED,2012,EUR,BLR,,,,WQ4,,97.5 [89.5-99.4],97.45987,89.54296,99.42168000000001,Attention - Estimate is based on 25-49 cases.
6205,carep,EQ_MICS,PUBLISHED,2012,EUR,BLR,,,,WQ5,,94.0 [85.9-97.6],93.99320999999999,85.85554,97.58098000000001,
6206,carep,EQ_MICS,PUBLISHED,2005,EUR,BLR,,,,WQ1,,79.3 [63.6-89.4],79.32427,63.6316,89.3762,Attention - Estimate is based on 25-49 cases.
6207,carep,EQ_MICS,PUBLISHED,2005,EUR,BLR,,,,WQ2,,81.2 [66.4-90.4],81.1526,66.40794,90.36440999999999,
6208,carep,EQ_MICS,PUBLISHED,2006,AMR,BLZ,,,,WQ1,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6209,carep,EQ_MICS,PUBLISHED,2006,AMR,BLZ,,,,WQ2,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6210,carep,EQ_MICS,PUBLISHED,2006,AMR,BLZ,,,,WQ3,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6211,carep,EQ_MICS,PUBLISHED,2006,AMR,BLZ,,,,WQ4,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6212,carep,EQ_DHS,PUBLISHED,2011,AFR,BEN,,,,WQ2,,28.9 [14.3-49.8],28.92212,14.32576,49.75385,Attention - Estimate is based on 25-49 cases.
6213,carep,EQ_DHS,PUBLISHED,2011,AFR,BEN,,,,WQ3,,44.7 [25.2-66.0],44.73122,25.2196,66.01271,Attention - Estimate is based on 25-49 cases.
6214,carep,EQ_DHS,PUBLISHED,2011,AFR,BEN,,,,WQ4,,30.6 [17.9-47.1],30.58257,17.88407,47.12334,Attention - Estimate is based on 25-49 cases.
6215,carep,EQ_DHS,PUBLISHED,2011,AFR,BEN,,,,WQ5,,31.4 [17.5-49.7],31.405490000000004,17.49694,49.70874,Attention - Estimate is based on 25-49 cases.
6216,carep,EQ_DHS,PUBLISHED,2006,AFR,BEN,,,,WQ1,,No data,,,,Not available.
6217,carep,EQ_DHS,PUBLISHED,1996,AFR,BEN,,,,WQ4,,No data,,,,Not available.
6218,carep,EQ_DHS,PUBLISHED,1996,AFR,BEN,,,,WQ5,,No data,,,,Not available.
6219,carep,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,WQ1,,63.6 [51.2-74.4],63.57874,51.2208,74.37233,
6220,carep,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,WQ2,,80.6 [70.5-87.9],80.62318,70.47140999999999,87.88483000000001,
6221,carep,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,,WQ1,,No data,,,,Not available.
6222,carep,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,,WQ2,,No data,,,,Not available.
6223,carep,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,,WQ3,,No data,,,,Not available.
6224,carep,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,,WQ4,,No data,,,,Not available.
6225,carep,EQ_MICS,PUBLISHED,2006,EUR,BIH,,,,WQ3,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6226,carep,EQ_MICS,PUBLISHED,2006,EUR,BIH,,,,WQ4,,96.7 [78.9-99.6],96.66666,78.88752,99.55767,Attention - Estimate is based on 25-49 cases.
6227,carep,EQ_MICS,PUBLISHED,2006,EUR,BIH,,,,WQ5,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6228,carep,EQ_DHS,PUBLISHED,1996,AMR,BRA,,,,WQ1,,No data,,,,Not available.
6229,carep,EQ_MICS,PUBLISHED,2006,AFR,BFA,,,,WQ4,,40.0 [26.8-54.9],40.0359,26.84089,54.85394,
6230,carep,EQ_MICS,PUBLISHED,2006,AFR,BFA,,,,WQ5,,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
6231,carep,EQ_DHS,PUBLISHED,2003,AFR,BFA,,,,WQ1,,No data,,,,Not available.
6232,carep,EQ_DHS,PUBLISHED,2003,AFR,BFA,,,,WQ2,,No data,,,,Not available.
6233,carep,EQ_DHS,PUBLISHED,2003,AFR,BFA,,,,WQ3,,No data,,,,Not available.
6234,carep,EQ_DHS,PUBLISHED,2010,AFR,BDI,,,,WQ1,,51.7 [43.8-59.6],51.74498,43.82548,59.577780000000004,
6235,carep,EQ_DHS,PUBLISHED,2010,AFR,BDI,,,,WQ2,,53.0 [46.6-59.2],52.950419999999994,46.55883,59.2467,
6236,carep,EQ_DHS,PUBLISHED,2010,AFR,BDI,,,,WQ3,,58.9 [51.4-66.1],58.93074,51.387840000000004,66.07589,
6237,carep,EQ_DHS,PUBLISHED,2010,AFR,BDI,,,,WQ4,,52.9 [45.2-60.4],52.90054,45.230579999999996,60.43594,
6238,carep,EQ_DHS,PUBLISHED,2014,WPR,KHM,,,,WQ3,,78.1 [63.7-87.8],78.07406999999999,63.74487,87.82186,
6239,carep,EQ_DHS,PUBLISHED,2014,WPR,KHM,,,,WQ4,,67.3 [49.2-81.4],67.30544,49.19083,81.40334,
6240,carep,EQ_DHS,PUBLISHED,2014,WPR,KHM,,,,WQ5,,66.5 [46.6-81.8],66.45522,46.62255,81.79616999999999,
6241,carep,EQ_DHS,PUBLISHED,2010,WPR,KHM,,,,WQ1,,60.7 [50.5-70.1],60.724,50.451609999999995,70.12769,
6242,carep,EQ_DHS,PUBLISHED,2000,WPR,KHM,,,,WQ4,,No data,,,,Not available.
6243,carep,EQ_DHS,PUBLISHED,2000,WPR,KHM,,,,WQ5,,No data,,,,Not available.
6244,carep,EQ_MICS,PUBLISHED,2014,AFR,CMR,,,,WQ1,,27.8 [16.3-43.4],27.8435,16.258029999999998,43.40558,
